User_ID,Age,Gender,City,Annual_Income,Spending_Score,Device_Type,Browser,Session_Duration_Min,Pages_Visited,Product_Category,Purchase_Amount,Payment_Method,Membership_Level,Campaign_Source,Day_of_Week,Cart_Items,Returned
7041,21,Male,Bangalore,1404618,73,Tablet,Opera,1,5,Electronics,16499.99,COD,Platinum,Organic,Thursday,1,0
7042,32,Other,Delhi,509880,79,Tablet,Safari,90,5,Beauty,16804.66,Credit Card,Gold,Ads,Sunday,6,0
7043,41,Male,Chennai,1016086,85,Desktop,Chrome,3,27,Electronics,12060.44,Wallet,Silver,Email,Wednesday,0,0
7044,42,Male,Hyderabad,539529,79,Desktop,Chrome,44,23,Electronics,3189.12,Debit Card,Platinum,Email,Tuesday,9,0
7045,18,Male,Ahmedabad,645624,5,Tablet,Safari,55,4,Sports,16385.35,Credit Card,Silver,Ads,Saturday,9,0
7046,24,Female,Hyderabad,1465587,69,Tablet,Safari,60,9,Fashion,15853.71,Net Banking,Platinum,Email,Wednesday,9,0
7047,48,Other,Mumbai,407039,25,Desktop,Firefox,3,19,Sports,16723.62,UPI,Regular,Ads,Tuesday,3,0
7048,29,Other,Kolkata,1402090,88,Desktop,Chrome,85,24,Electronics,3237.51,Credit Card,Gold,Social Media,Monday,0,1
7049,59,Male,Delhi,920603,31,Desktop,Edge,63,3,Sports,13718.72,Debit Card,Platinum,Social Media,Sunday,0,1
7050,22,Other,Bangalore,337702,46,Tablet,Firefox,82,15,Books,19208.85,Net Banking,Platinum,Referral,Tuesday,9,0
7051,59,Female,Bangalore,737296,34,Tablet,Opera,31,24,Electronics,5195.63,Wallet,Regular,Organic,Wednesday,6,0
7052,55,Male,Delhi,902847,41,Tablet,Chrome,100,14,Beauty,14362.89,Debit Card,Silver,Organic,Sunday,9,0
7053,29,Female,Pune,857753,78,Desktop,Safari,61,1,Sports,5252.46,COD,Gold,Email,Monday,4,0
7054,56,Female,Hyderabad,687896,91,Mobile,Safari,49,10,Sports,6211.22,UPI,Silver,Email,Saturday,7,1
7055,35,Other,Bangalore,279627,68,Mobile,Safari,44,13,Beauty,9756.83,Net Banking,Regular,Referral,Saturday,1,0
7056,19,Other,Kolkata,943351,87,Mobile,Chrome,52,26,Sports,17909.59,UPI,Platinum,Organic,Sunday,5,0
7057,27,Female,Mumbai,562498,38,Mobile,Edge,31,23,Electronics,869.37,Credit Card,Platinum,Social Media,Monday,8,0
7058,32,Other,Hyderabad,268657,46,Mobile,Safari,72,12,Home,19793.86,UPI,Gold,Social Media,Monday,2,0
7059,47,Female,Chennai,1116439,69,Tablet,Chrome,89,1,Sports,15464.34,Credit Card,Platinum,Ads,Monday,5,0
7060,34,Female,Ahmedabad,326162,27,Desktop,Opera,49,2,Beauty,7259.6,Wallet,Platinum,Social Media,Wednesday,8,1
7061,21,Male,Ahmedabad,491788,43,Desktop,Firefox,46,27,Beauty,7147.79,Net Banking,Silver,Organic,Friday,2,0
7062,24,Female,Kolkata,682831,78,Desktop,Chrome,54,11,Home,9711.33,Debit Card,Silver,Ads,Tuesday,4,0
7063,58,Female,Delhi,236122,71,Desktop,Chrome,84,12,Electronics,17522.02,Net Banking,Regular,Email,Friday,5,0
7064,48,Other,Hyderabad,695994,45,Desktop,Safari,11,28,Fashion,456.56,Debit Card,Regular,Referral,Friday,0,1
7065,56,Male,Ahmedabad,1120901,18,Mobile,Firefox,104,1,Electronics,11010.17,Wallet,Gold,Organic,Tuesday,7,0
7066,51,Other,Chennai,1434217,32,Desktop,Firefox,65,10,Books,1216.12,Debit Card,Regular,Social Media,Thursday,9,1
7067,23,Male,Mumbai,1300709,2,Desktop,Safari,85,3,Sports,2400.45,UPI,Silver,Ads,Tuesday,2,0
7068,55,Other,Pune,248519,41,Mobile,Edge,17,9,Beauty,13844.25,Debit Card,Platinum,Social Media,Thursday,9,0
7069,51,Female,Ahmedabad,1277727,20,Desktop,Chrome,116,17,Beauty,4762.75,COD,Gold,Email,Tuesday,7,0
7070,32,Male,Delhi,513913,93,Mobile,Safari,28,19,Electronics,927.74,COD,Silver,Social Media,Saturday,0,0
7071,31,Male,Pune,1385129,58,Mobile,Edge,82,18,Electronics,3368.32,UPI,Gold,Social Media,Friday,3,1
7072,23,Male,Ahmedabad,632193,90,Tablet,Safari,93,5,Sports,4251.9,UPI,Silver,Referral,Friday,3,0
7073,54,Male,Kolkata,944275,38,Desktop,Opera,74,28,Electronics,15418.66,Net Banking,Regular,Social Media,Saturday,7,0
7074,49,Other,Bangalore,224265,1,Desktop,Edge,9,7,Home,12535.99,COD,Regular,Referral,Tuesday,3,0
7075,20,Other,Pune,514888,69,Desktop,Edge,34,15,Home,14728.97,Wallet,Gold,Ads,Monday,3,0
7076,20,Male,Bangalore,569071,54,Mobile,Firefox,20,6,Fashion,7459.46,COD,Silver,Email,Thursday,6,1
7077,39,Male,Kolkata,485800,14,Tablet,Chrome,95,26,Beauty,2351.34,Debit Card,Regular,Referral,Monday,9,0
7078,39,Male,Ahmedabad,548760,25,Desktop,Safari,3,5,Sports,16125.27,Net Banking,Regular,Social Media,Sunday,7,1
7079,27,Other,Chennai,1294487,9,Mobile,Safari,1,29,Sports,2894.1,Net Banking,Regular,Ads,Thursday,5,0
7080,20,Male,Hyderabad,243013,94,Mobile,Chrome,60,19,Electronics,7715.37,Net Banking,Gold,Referral,Saturday,3,0
7081,29,Male,Mumbai,802269,83,Mobile,Chrome,97,13,Beauty,5319.34,Credit Card,Regular,Referral,Friday,6,1
7082,46,Male,Chennai,764602,61,Mobile,Firefox,50,7,Fashion,6001.04,Debit Card,Silver,Ads,Thursday,8,0
7083,34,Other,Mumbai,1237414,52,Tablet,Chrome,8,28,Fashion,12076.95,UPI,Platinum,Email,Friday,1,0
7084,24,Female,Pune,359966,8,Tablet,Opera,18,25,Fashion,3370.61,Wallet,Gold,Ads,Tuesday,2,0
7085,30,Female,Mumbai,972497,16,Mobile,Firefox,30,2,Books,8972.89,Net Banking,Platinum,Email,Saturday,0,1
7086,19,Other,Pune,1445728,8,Desktop,Edge,97,6,Beauty,12809.9,Debit Card,Platinum,Email,Tuesday,6,0
7087,21,Female,Mumbai,1287996,23,Tablet,Chrome,22,15,Books,17391.37,Wallet,Gold,Social Media,Wednesday,5,0
7088,27,Male,Delhi,674804,73,Desktop,Edge,81,28,Fashion,7487.43,Debit Card,Gold,Referral,Sunday,9,0
7089,56,Male,Chennai,321015,96,Desktop,Firefox,106,5,Books,6441.97,Debit Card,Gold,Ads,Wednesday,7,0
7090,41,Other,Ahmedabad,1173714,34,Tablet,Opera,9,25,Books,7420.16,COD,Gold,Email,Sunday,1,1
7091,34,Other,Ahmedabad,752022,18,Desktop,Opera,22,24,Home,10065.86,Wallet,Gold,Ads,Tuesday,4,0
7092,23,Female,Delhi,760507,44,Tablet,Chrome,10,25,Electronics,6330.58,UPI,Regular,Referral,Wednesday,0,0
7093,36,Female,Hyderabad,438105,15,Tablet,Opera,118,23,Fashion,5084.0,Net Banking,Gold,Ads,Saturday,9,0
7094,22,Male,Ahmedabad,1315548,15,Desktop,Safari,97,5,Home,7568.53,UPI,Regular,Organic,Tuesday,8,1
7095,49,Other,Hyderabad,517957,93,Desktop,Firefox,112,4,Home,15578.8,UPI,Silver,Ads,Monday,1,0
7096,27,Female,Bangalore,604223,23,Mobile,Opera,103,13,Sports,5131.01,COD,Regular,Email,Friday,6,0
7097,26,Female,Ahmedabad,1407989,87,Tablet,Firefox,67,24,Books,16908.13,UPI,Platinum,Social Media,Tuesday,6,0
7098,44,Male,Bangalore,1476198,65,Desktop,Firefox,81,18,Electronics,5773.62,UPI,Gold,Organic,Wednesday,3,0
7099,30,Male,Ahmedabad,1452735,86,Tablet,Safari,9,1,Sports,12101.23,Debit Card,Platinum,Social Media,Sunday,5,1
7100,36,Male,Ahmedabad,1065081,71,Mobile,Chrome,47,3,Beauty,19422.43,Debit Card,Silver,Social Media,Saturday,1,0
7101,38,Male,Bangalore,903791,32,Mobile,Firefox,40,7,Home,19040.68,Net Banking,Gold,Referral,Sunday,1,0
7102,41,Female,Kolkata,827003,92,Mobile,Safari,36,1,Books,8749.2,Credit Card,Gold,Social Media,Wednesday,8,0
7103,55,Other,Hyderabad,1071079,32,Mobile,Opera,19,21,Sports,1443.56,Net Banking,Platinum,Social Media,Sunday,0,0
7104,21,Other,Mumbai,538773,33,Mobile,Edge,98,14,Electronics,18062.31,Net Banking,Gold,Ads,Sunday,5,0
7105,41,Male,Pune,257804,43,Mobile,Chrome,2,15,Home,2625.63,Debit Card,Regular,Organic,Wednesday,0,0
7106,52,Male,Kolkata,1476983,13,Mobile,Edge,45,16,Fashion,18478.63,UPI,Silver,Organic,Monday,5,0
7107,20,Female,Mumbai,776294,92,Mobile,Safari,91,5,Electronics,14679.35,COD,Platinum,Ads,Saturday,3,0
7108,21,Male,Chennai,711971,9,Tablet,Firefox,83,3,Fashion,18691.36,Wallet,Silver,Email,Monday,4,0
7109,54,Other,Hyderabad,1136865,62,Desktop,Safari,33,27,Beauty,13341.3,Net Banking,Platinum,Organic,Sunday,3,1
7110,57,Male,Ahmedabad,1245886,57,Tablet,Chrome,64,17,Fashion,19902.74,Credit Card,Silver,Organic,Sunday,4,1
7111,52,Other,Ahmedabad,1066452,48,Tablet,Chrome,26,5,Fashion,9393.33,Net Banking,Regular,Organic,Saturday,2,0
7112,48,Male,Ahmedabad,1492632,43,Desktop,Opera,119,24,Beauty,6659.47,UPI,Regular,Referral,Monday,5,0
7113,42,Male,Pune,738389,67,Desktop,Safari,111,25,Beauty,7926.91,Net Banking,Regular,Organic,Tuesday,0,0
7114,57,Other,Pune,957144,81,Mobile,Chrome,34,28,Fashion,7070.75,UPI,Regular,Email,Friday,1,0
7115,30,Female,Pune,1261837,98,Desktop,Safari,63,29,Home,8075.87,UPI,Platinum,Organic,Monday,5,1
7116,21,Female,Bangalore,1392857,32,Tablet,Opera,28,22,Home,17715.52,COD,Silver,Email,Sunday,8,1
7117,31,Male,Pune,339293,73,Mobile,Opera,80,1,Books,11882.02,COD,Platinum,Organic,Wednesday,4,0
7118,30,Male,Pune,641049,60,Tablet,Safari,86,13,Sports,14541.39,Wallet,Platinum,Email,Wednesday,1,1
7119,44,Other,Hyderabad,749845,1,Desktop,Chrome,92,21,Sports,5828.68,Wallet,Platinum,Ads,Monday,4,0
7120,23,Other,Mumbai,303585,57,Tablet,Firefox,78,18,Beauty,19798.43,Net Banking,Platinum,Organic,Saturday,5,0
7121,34,Male,Kolkata,1243160,84,Tablet,Firefox,6,1,Electronics,5686.62,Wallet,Platinum,Email,Friday,1,0
7122,53,Other,Kolkata,856611,69,Mobile,Opera,11,29,Fashion,3264.6,COD,Platinum,Referral,Friday,9,0
7123,57,Female,Ahmedabad,909852,85,Mobile,Chrome,46,19,Beauty,15586.07,Credit Card,Platinum,Referral,Saturday,6,1
7124,52,Female,Mumbai,1098120,69,Tablet,Opera,20,27,Beauty,16797.6,Debit Card,Regular,Ads,Friday,7,0
7125,34,Other,Delhi,1097422,68,Desktop,Opera,36,26,Beauty,7936.53,Wallet,Gold,Social Media,Saturday,7,0
7126,58,Other,Delhi,1496299,61,Mobile,Opera,113,21,Home,10867.33,Net Banking,Platinum,Referral,Wednesday,5,0
7127,19,Other,Chennai,252318,8,Tablet,Opera,16,25,Electronics,8341.15,Wallet,Silver,Organic,Tuesday,3,0
7128,30,Female,Hyderabad,722121,89,Mobile,Safari,70,23,Home,5949.05,COD,Regular,Ads,Sunday,1,0
7129,19,Male,Delhi,693298,7,Mobile,Safari,72,6,Sports,16286.2,Credit Card,Regular,Email,Thursday,9,0
7130,45,Other,Delhi,666804,37,Desktop,Chrome,45,9,Beauty,15165.04,Debit Card,Gold,Email,Monday,0,0
7131,43,Other,Hyderabad,691300,42,Tablet,Chrome,100,14,Home,9758.04,Wallet,Gold,Email,Monday,7,0
7132,39,Other,Mumbai,761926,32,Tablet,Edge,48,22,Beauty,9165.46,Credit Card,Gold,Email,Thursday,4,0
7133,20,Male,Ahmedabad,201147,17,Tablet,Firefox,113,11,Electronics,3685.26,Wallet,Platinum,Organic,Thursday,8,0
7134,52,Other,Chennai,1120351,28,Tablet,Safari,4,4,Fashion,12781.74,Net Banking,Gold,Referral,Wednesday,7,0
7135,29,Other,Chennai,810058,70,Tablet,Chrome,48,7,Home,18481.19,Debit Card,Silver,Email,Wednesday,1,0
7136,41,Female,Chennai,522479,48,Mobile,Opera,98,29,Electronics,14404.99,Wallet,Gold,Organic,Monday,8,0
7137,22,Other,Delhi,264347,54,Mobile,Safari,84,18,Fashion,10174.78,COD,Gold,Ads,Sunday,3,0
7138,37,Female,Mumbai,692483,42,Mobile,Firefox,88,18,Beauty,869.3,UPI,Regular,Organic,Saturday,2,0
7139,56,Male,Chennai,1103262,36,Mobile,Safari,109,6,Books,18612.63,Wallet,Platinum,Ads,Sunday,8,0
7140,56,Other,Hyderabad,1143580,66,Desktop,Firefox,67,29,Electronics,6230.08,COD,Gold,Referral,Tuesday,1,0
7141,30,Other,Chennai,623968,31,Desktop,Edge,28,5,Sports,6069.06,Wallet,Regular,Email,Saturday,5,0
7142,58,Female,Kolkata,404026,65,Tablet,Chrome,30,6,Books,9444.96,Wallet,Platinum,Social Media,Monday,9,1
7143,29,Male,Bangalore,1052089,3,Desktop,Firefox,29,2,Fashion,8640.4,UPI,Gold,Ads,Monday,6,0
7144,30,Male,Mumbai,1154585,13,Mobile,Edge,21,2,Fashion,19250.75,Credit Card,Platinum,Social Media,Monday,7,0
7145,27,Female,Bangalore,1462750,31,Mobile,Safari,42,1,Beauty,3383.65,Wallet,Silver,Organic,Wednesday,2,0
7146,50,Male,Mumbai,1360862,29,Mobile,Chrome,91,18,Sports,13813.53,UPI,Regular,Organic,Monday,9,0
7147,57,Male,Pune,692314,57,Mobile,Firefox,50,27,Home,2224.59,UPI,Platinum,Social Media,Sunday,1,0
7148,33,Male,Hyderabad,439192,33,Mobile,Firefox,89,10,Electronics,5610.26,Credit Card,Regular,Referral,Tuesday,1,0
7149,52,Male,Pune,601699,53,Tablet,Chrome,3,7,Books,14470.53,Wallet,Platinum,Email,Sunday,1,0
7150,20,Male,Delhi,1215728,10,Tablet,Safari,65,2,Beauty,16100.46,Wallet,Regular,Organic,Tuesday,9,0
7151,22,Male,Delhi,1288670,63,Mobile,Safari,23,19,Sports,9431.6,Credit Card,Regular,Social Media,Tuesday,6,0
7152,43,Male,Pune,372522,73,Tablet,Opera,107,27,Fashion,15807.97,UPI,Regular,Social Media,Monday,9,0
7153,28,Male,Mumbai,318116,65,Desktop,Safari,5,29,Fashion,18709.03,UPI,Gold,Ads,Thursday,3,0
7154,24,Other,Chennai,880569,96,Desktop,Chrome,95,22,Books,18722.17,Net Banking,Platinum,Social Media,Monday,6,0
7155,27,Female,Bangalore,1294892,97,Mobile,Edge,25,22,Fashion,6915.24,COD,Gold,Social Media,Sunday,5,0
7156,59,Male,Hyderabad,742844,2,Tablet,Chrome,35,10,Sports,6311.58,Debit Card,Silver,Ads,Thursday,3,0
7157,51,Female,Chennai,883322,2,Mobile,Firefox,107,27,Sports,14556.25,Credit Card,Gold,Ads,Monday,4,0
7158,20,Male,Delhi,608854,69,Tablet,Opera,65,25,Home,13116.48,Credit Card,Silver,Organic,Tuesday,7,0
7159,25,Male,Chennai,826499,74,Mobile,Opera,79,12,Electronics,7906.08,UPI,Platinum,Referral,Sunday,5,0
7160,48,Other,Ahmedabad,1466267,37,Mobile,Edge,39,27,Fashion,4650.6,Credit Card,Silver,Organic,Thursday,2,0
7161,28,Female,Ahmedabad,589684,2,Mobile,Firefox,88,12,Home,12406.79,COD,Regular,Referral,Sunday,9,0
7162,24,Female,Pune,880694,61,Desktop,Safari,98,15,Sports,8661.76,Wallet,Silver,Email,Tuesday,7,0
7163,19,Other,Ahmedabad,676333,40,Tablet,Safari,111,18,Home,2729.06,Net Banking,Silver,Ads,Monday,6,0
7164,23,Other,Pune,857264,63,Tablet,Safari,18,23,Fashion,12821.05,Wallet,Silver,Organic,Sunday,3,0
7165,58,Female,Kolkata,270805,25,Desktop,Chrome,25,1,Electronics,13983.72,Wallet,Silver,Ads,Wednesday,1,0
7166,49,Male,Kolkata,1279544,38,Desktop,Safari,100,6,Home,7348.22,Net Banking,Silver,Ads,Thursday,1,0
7167,37,Male,Bangalore,201650,37,Tablet,Firefox,1,9,Sports,16655.89,UPI,Regular,Referral,Sunday,1,1
7168,51,Female,Ahmedabad,474611,82,Tablet,Opera,62,24,Beauty,1566.09,Wallet,Silver,Social Media,Monday,1,1
7169,33,Male,Delhi,301495,27,Mobile,Chrome,9,6,Books,9968.6,Wallet,Regular,Social Media,Sunday,7,0
7170,42,Other,Mumbai,298331,84,Mobile,Safari,41,29,Beauty,19131.06,UPI,Gold,Ads,Tuesday,4,0
7171,29,Other,Ahmedabad,1426548,50,Tablet,Firefox,95,6,Home,3890.22,Debit Card,Platinum,Organic,Friday,9,0
7172,24,Other,Hyderabad,1210320,34,Tablet,Edge,22,6,Sports,3529.25,COD,Silver,Organic,Saturday,6,0
7173,56,Female,Pune,990789,44,Mobile,Firefox,102,16,Home,7636.06,Credit Card,Gold,Referral,Wednesday,6,1
7174,34,Female,Ahmedabad,473009,72,Desktop,Opera,110,15,Home,5434.87,UPI,Gold,Email,Friday,1,0
7175,28,Female,Hyderabad,1363135,4,Tablet,Firefox,105,8,Beauty,4508.51,Debit Card,Silver,Organic,Sunday,7,0
7176,23,Male,Delhi,1054800,94,Tablet,Firefox,66,29,Books,19001.88,Net Banking,Gold,Email,Saturday,5,0
7177,40,Female,Mumbai,1211908,52,Desktop,Chrome,105,2,Home,6962.47,Credit Card,Platinum,Ads,Sunday,7,0
7178,44,Female,Kolkata,981836,55,Desktop,Opera,45,11,Books,1290.78,Wallet,Platinum,Referral,Friday,2,0
7179,23,Other,Pune,785327,73,Desktop,Safari,52,9,Beauty,18005.66,Net Banking,Regular,Referral,Wednesday,2,0
7180,55,Male,Bangalore,439028,12,Tablet,Opera,20,16,Books,9020.1,Net Banking,Regular,Ads,Tuesday,9,0
7181,19,Male,Hyderabad,723912,14,Tablet,Edge,87,26,Sports,14745.24,COD,Gold,Ads,Friday,2,0
7182,39,Other,Ahmedabad,664510,35,Tablet,Opera,12,24,Sports,7410.21,UPI,Silver,Email,Friday,8,0
7183,37,Male,Delhi,1253004,6,Mobile,Chrome,74,2,Sports,18709.86,UPI,Gold,Organic,Monday,5,0
7184,42,Female,Hyderabad,666863,47,Desktop,Safari,64,11,Books,5827.23,UPI,Silver,Organic,Wednesday,8,0
7185,32,Male,Ahmedabad,1497872,23,Desktop,Opera,32,24,Beauty,13289.06,Net Banking,Gold,Social Media,Saturday,1,0
7186,46,Other,Kolkata,1337359,68,Mobile,Safari,62,17,Fashion,16504.46,Debit Card,Silver,Email,Sunday,9,0
7187,25,Male,Kolkata,971229,65,Mobile,Chrome,5,6,Books,4834.86,COD,Gold,Referral,Thursday,8,0
7188,54,Other,Mumbai,313823,59,Mobile,Firefox,44,6,Fashion,16050.07,COD,Silver,Email,Friday,9,0
7189,50,Female,Bangalore,1038989,9,Mobile,Edge,29,25,Fashion,15866.29,Net Banking,Platinum,Email,Monday,2,0
7190,39,Female,Kolkata,558127,58,Desktop,Opera,33,9,Fashion,19288.05,UPI,Gold,Ads,Wednesday,9,0
7191,22,Other,Mumbai,314039,48,Mobile,Safari,87,21,Sports,18463.96,Wallet,Silver,Ads,Saturday,9,0
7192,56,Female,Kolkata,1033355,63,Mobile,Opera,100,1,Fashion,7833.31,Debit Card,Regular,Ads,Saturday,7,0
7193,35,Female,Pune,580746,9,Desktop,Chrome,13,12,Home,11851.82,UPI,Regular,Ads,Thursday,2,0
7194,55,Male,Chennai,1243575,44,Desktop,Firefox,50,11,Beauty,18513.36,COD,Silver,Ads,Thursday,3,0
7195,54,Female,Mumbai,537655,46,Desktop,Chrome,2,17,Fashion,187.08,Debit Card,Silver,Email,Friday,8,0
7196,47,Other,Mumbai,966177,15,Desktop,Safari,75,7,Sports,12584.27,Credit Card,Regular,Ads,Tuesday,9,0
7197,48,Female,Hyderabad,568025,88,Tablet,Opera,28,27,Fashion,4385.73,Credit Card,Silver,Organic,Wednesday,3,0
7198,27,Male,Kolkata,1088447,53,Tablet,Safari,89,27,Beauty,14801.44,Net Banking,Regular,Organic,Monday,5,0
7199,32,Other,Mumbai,612560,48,Tablet,Chrome,118,4,Electronics,15949.75,Credit Card,Platinum,Social Media,Wednesday,6,0
7200,59,Female,Delhi,1007646,72,Tablet,Opera,100,9,Electronics,14287.89,Wallet,Regular,Organic,Monday,9,0
7201,35,Female,Pune,1471339,92,Desktop,Safari,18,19,Books,19921.95,COD,Gold,Social Media,Friday,1,0
7202,40,Female,Hyderabad,709523,42,Tablet,Opera,103,15,Sports,9637.23,COD,Platinum,Organic,Wednesday,6,0
7203,50,Other,Hyderabad,1402170,17,Mobile,Edge,73,6,Sports,11270.77,Credit Card,Gold,Referral,Friday,3,0
7204,33,Male,Chennai,1255256,35,Mobile,Chrome,66,25,Sports,8238.95,Net Banking,Silver,Social Media,Tuesday,6,0
7205,55,Other,Pune,317028,31,Mobile,Chrome,100,4,Fashion,19482.26,Net Banking,Silver,Email,Monday,2,0
7206,52,Other,Ahmedabad,1323531,4,Tablet,Edge,46,5,Beauty,18462.85,Debit Card,Regular,Ads,Tuesday,0,0
7207,51,Male,Delhi,904367,48,Tablet,Firefox,17,21,Beauty,19734.07,Credit Card,Regular,Social Media,Monday,8,0
7208,45,Other,Pune,840704,14,Mobile,Safari,33,13,Beauty,19699.33,Credit Card,Regular,Organic,Saturday,6,1
7209,19,Other,Mumbai,773641,25,Tablet,Firefox,99,5,Electronics,17919.59,Wallet,Platinum,Email,Tuesday,1,0
7210,47,Female,Chennai,828577,46,Desktop,Opera,33,2,Beauty,18624.46,COD,Platinum,Organic,Wednesday,4,0
7211,30,Other,Delhi,661912,48,Tablet,Safari,96,11,Sports,2485.64,Credit Card,Gold,Email,Saturday,3,0
7212,58,Female,Chennai,338944,40,Mobile,Safari,84,18,Fashion,3553.21,UPI,Regular,Organic,Monday,9,1
7213,33,Other,Pune,1256415,50,Mobile,Safari,30,15,Electronics,17715.23,Net Banking,Gold,Ads,Sunday,6,0
7214,22,Female,Bangalore,1395300,7,Tablet,Edge,22,17,Books,14563.33,Wallet,Silver,Referral,Friday,1,1
7215,45,Female,Pune,600075,95,Tablet,Chrome,53,29,Fashion,17512.28,Net Banking,Gold,Organic,Monday,7,0
7216,56,Female,Mumbai,540984,60,Mobile,Edge,89,17,Home,15423.67,Wallet,Silver,Organic,Sunday,6,0
7217,37,Male,Chennai,380338,35,Mobile,Edge,109,20,Sports,2877.71,Wallet,Silver,Social Media,Thursday,2,0
7218,41,Other,Bangalore,1493009,63,Tablet,Edge,46,19,Electronics,18339.66,Debit Card,Silver,Ads,Sunday,5,0
7219,44,Other,Mumbai,582173,20,Tablet,Firefox,44,20,Sports,15447.45,Credit Card,Gold,Email,Monday,8,0
7220,47,Other,Chennai,531660,16,Mobile,Edge,75,16,Fashion,11459.04,Net Banking,Silver,Social Media,Monday,0,0
7221,44,Male,Chennai,894453,22,Mobile,Chrome,114,11,Beauty,10694.0,Credit Card,Gold,Ads,Saturday,0,0
7222,43,Female,Pune,907330,36,Mobile,Safari,34,28,Home,11518.59,COD,Gold,Ads,Thursday,8,1
7223,24,Other,Kolkata,986857,19,Mobile,Firefox,28,28,Sports,7869.3,Net Banking,Silver,Social Media,Tuesday,0,0
7224,59,Male,Chennai,775015,2,Mobile,Edge,35,22,Home,16084.06,Credit Card,Platinum,Email,Sunday,0,0
7225,55,Male,Chennai,930953,68,Mobile,Edge,68,27,Fashion,18189.45,Credit Card,Platinum,Referral,Tuesday,1,0
7226,22,Other,Hyderabad,381057,98,Mobile,Safari,9,17,Sports,5133.01,Wallet,Silver,Social Media,Monday,2,1
7227,40,Female,Kolkata,1476987,7,Tablet,Safari,107,8,Beauty,857.14,Debit Card,Gold,Organic,Tuesday,3,0
7228,45,Male,Chennai,531786,47,Desktop,Firefox,22,8,Home,4138.26,Net Banking,Silver,Referral,Thursday,3,0
7229,51,Other,Pune,809911,49,Desktop,Chrome,61,23,Electronics,15171.04,UPI,Regular,Email,Friday,9,0
7230,32,Female,Hyderabad,463552,78,Tablet,Firefox,89,12,Books,17381.18,Wallet,Platinum,Email,Tuesday,2,0
7231,49,Male,Hyderabad,940761,43,Desktop,Safari,85,15,Fashion,7036.45,Net Banking,Silver,Social Media,Monday,7,0
7232,43,Male,Ahmedabad,779625,32,Tablet,Chrome,25,27,Sports,3132.5,COD,Platinum,Social Media,Sunday,3,0
7233,48,Other,Bangalore,959485,17,Tablet,Edge,105,27,Electronics,17184.83,Credit Card,Silver,Referral,Friday,8,0
7234,36,Other,Mumbai,964026,14,Tablet,Edge,81,4,Beauty,4371.39,Net Banking,Regular,Referral,Friday,8,0
7235,26,Female,Hyderabad,370235,81,Tablet,Opera,79,8,Beauty,4913.3,Credit Card,Platinum,Organic,Sunday,3,0
7236,46,Other,Delhi,953353,32,Desktop,Safari,41,25,Home,1942.99,Debit Card,Gold,Organic,Friday,3,0
7237,56,Other,Hyderabad,392154,60,Tablet,Opera,7,15,Fashion,18215.45,Debit Card,Silver,Organic,Sunday,2,0
7238,21,Female,Ahmedabad,1406978,60,Mobile,Firefox,59,5,Books,6601.79,Net Banking,Regular,Referral,Monday,3,0
7239,20,Other,Delhi,1343323,52,Tablet,Firefox,96,22,Sports,3519.64,Debit Card,Regular,Ads,Friday,4,0
7240,46,Female,Ahmedabad,1215707,66,Desktop,Chrome,72,10,Electronics,19077.53,Wallet,Platinum,Referral,Thursday,9,0
7241,28,Female,Ahmedabad,772402,4,Desktop,Safari,67,24,Sports,6776.86,Credit Card,Gold,Organic,Friday,1,0
7242,50,Female,Kolkata,1053726,94,Desktop,Chrome,33,21,Electronics,14974.97,COD,Gold,Ads,Sunday,5,0
7243,55,Other,Bangalore,919466,94,Desktop,Chrome,100,28,Fashion,4684.87,Wallet,Gold,Organic,Saturday,6,0
7244,28,Female,Delhi,866620,63,Mobile,Firefox,81,20,Beauty,14563.83,Net Banking,Regular,Ads,Saturday,9,0
7245,44,Other,Bangalore,1018782,33,Tablet,Firefox,65,24,Beauty,4720.03,COD,Gold,Email,Sunday,1,0
7246,50,Female,Bangalore,298214,1,Mobile,Safari,100,19,Sports,12791.03,Debit Card,Silver,Referral,Sunday,9,1
7247,38,Other,Bangalore,853173,97,Tablet,Firefox,104,15,Sports,8873.17,Debit Card,Silver,Email,Thursday,7,0
7248,56,Female,Delhi,507325,64,Tablet,Safari,60,6,Home,15994.48,Credit Card,Silver,Social Media,Monday,3,1
7249,48,Male,Delhi,588454,95,Mobile,Opera,81,9,Electronics,14632.41,Wallet,Platinum,Email,Sunday,3,0
7250,55,Male,Bangalore,1332022,37,Mobile,Edge,58,6,Home,18716.16,Wallet,Platinum,Email,Sunday,6,0
7251,19,Male,Kolkata,1380488,78,Desktop,Opera,44,9,Electronics,7594.78,Net Banking,Regular,Social Media,Monday,8,0
7252,44,Female,Bangalore,1135229,70,Tablet,Firefox,118,8,Fashion,15111.27,Wallet,Gold,Referral,Saturday,9,0
7253,53,Other,Kolkata,474443,7,Tablet,Edge,48,16,Sports,19379.99,Net Banking,Regular,Organic,Monday,6,0
7254,28,Female,Mumbai,688741,24,Tablet,Edge,37,28,Books,6792.55,UPI,Regular,Referral,Friday,4,0
7255,35,Female,Kolkata,945401,68,Tablet,Chrome,25,25,Electronics,5871.08,Credit Card,Gold,Organic,Tuesday,1,0
7256,18,Female,Kolkata,1483878,55,Tablet,Edge,25,10,Beauty,15404.11,Net Banking,Silver,Social Media,Tuesday,9,0
